actions,blocked_time_s,charge_trips,condition_percent,decision_ms,delivered_by_section,delivered_units,distance_m,end_battery_percent,energy_wh,lost_by_section,lost_units,min_battery_percent,policy,produced_units,scenario,score,seed,shift_s,split,violation_count,violations,wh_per_unit
61,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",2,99.91,1.857,"{'A': 20, 'B': 30, 'C': 4}",54,592.6,65.3,8.958,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,65.3,ns_unbounded,54,balanced,49.52,5002,3600.4,seen,0,,0.1659
53,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",9,99.93,1.787,"{'A': 19, 'B': 22, 'C': 4}",45,481.8,91.8,6.876,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,91.8,ns_unbounded,45,balanced,41.56,5003,3600.4,seen,0,,0.1528
64,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,99.91,1.885,"{'A': 18, 'B': 28, 'C': 4}",50,503.3,59.7,8.869,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,59.7,ns_unbounded,50,balanced,45.57,5004,3600.5,seen,0,,0.1774
54,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",5,99.93,1.695,"{'A': 20, 'B': 30, 'C': 4}",54,460.7,86.9,6.764,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,84.9,ns_unbounded,53,balanced,50.62,5005,3600.2,seen,0,,0.1253
61,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.91,1.776,"{'A': 21, 'B': 30, 'C': 4}",55,506.3,64.9,8.648,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,64.9,ns_unbounded,56,balanced,50.68,5006,3600.2,seen,0,,0.1572
56,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",2,99.93,1.816,"{'A': 20, 'B': 31, 'C': 4}",55,414.1,79.2,7.162,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,79.2,ns_unbounded,55,balanced,51.42,5007,3600.8,seen,0,,0.1302
47,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",6,99.93,1.783,"{'A': 19, 'B': 30, 'C': 4}",53,491.7,95.0,7.109,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,89.3,ns_unbounded,52,balanced,49.45,5008,3600.6,seen,0,,0.1341
54,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",2,99.93,2.1,"{'A': 20, 'B': 29, 'C': 4}",53,438.9,82.3,6.973,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,82.3,ns_unbounded,51,balanced,49.51,5009,3600.3,seen,0,,0.1316
61,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",2,99.91,1.615,"{'A': 14, 'B': 31, 'C': 5}",50,533.9,66.8,8.671,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,66.8,ns_unbounded,48,balanced,45.66,5010,3600.0,seen,0,,0.1734
56,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",4,99.93,1.939,"{'A': 20, 'B': 29, 'C': 5}",54,456.8,82.4,7.192,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,82.4,ns_unbounded,53,balanced,50.4,5011,3600.3,seen,0,,0.1332
61,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.91,2.627,"{'A': 18, 'B': 29, 'C': 5}",52,543.2,64.2,8.818,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,64.2,ns_unbounded,52,balanced,47.59,5012,3600.9,seen,0,,0.1696
61,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.91,1.774,"{'A': 20, 'B': 30, 'C': 4}",54,552.6,63.6,8.938,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,63.6,ns_unbounded,54,balanced,49.53,5013,3601.0,seen,0,,0.1655
48,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",6,99.93,1.797,"{'A': 19, 'B': 31, 'C': 5}",55,507.8,91.9,7.336,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,91.9,ns_unbounded,54,balanced,51.33,5014,3600.2,seen,0,,0.1334
53,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",6,99.94,1.802,"{'A': 21, 'B': 30, 'C': 3}",54,439.4,92.1,6.396,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,91.6,ns_unbounded,53,balanced,50.8,5015,3600.7,seen,0,,0.1184
62,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.91,1.659,"{'A': 20, 'B': 30, 'C': 5}",55,550.5,63.7,8.928,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,63.7,ns_unbounded,54,balanced,50.54,5016,3600.6,seen,0,,0.1623
61,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.92,1.727,"{'A': 20, 'B': 30, 'C': 5}",55,469.2,65.9,8.433,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,65.9,ns_unbounded,54,balanced,50.78,5017,3600.2,seen,0,,0.1533
60,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",2,99.92,1.886,"{'A': 19, 'B': 30, 'C': 5}",54,500.8,69.4,8.359,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,69.4,ns_unbounded,52,balanced,49.82,5018,3600.1,seen,0,,0.1548
61,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",2,99.91,1.729,"{'A': 19, 'B': 31, 'C': 4}",54,548.0,64.3,8.834,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,63.9,ns_unbounded,52,balanced,49.58,5019,3600.2,seen,0,,0.1636
52,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",5,99.92,1.602,"{'A': 20, 'B': 31, 'C': 4}",55,543.4,83.2,7.886,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,83.2,ns_unbounded,54,balanced,51.06,5020,3600.3,seen,0,,0.1434
61,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.91,1.629,"{'A': 20, 'B': 30, 'C': 5}",55,547.9,64.0,8.853,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,64.0,ns_unbounded,52,balanced,50.57,5021,3600.0,seen,0,,0.161
61,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.91,1.783,"{'A': 20, 'B': 30, 'C': 4}",54,586.8,64.7,9.001,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,64.7,ns_unbounded,52,balanced,49.5,5022,3600.6,seen,0,,0.1667
62,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.91,1.68,"{'A': 20, 'B': 27, 'C': 4}",51,621.6,62.1,9.271,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,62.1,ns_unbounded,50,balanced,46.36,5023,3600.8,seen,0,,0.1818
58,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",2,99.91,1.96,"{'A': 19, 'B': 30, 'C': 4}",53,603.1,69.6,8.824,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,69.6,ns_unbounded,53,balanced,48.59,5024,3600.4,seen,0,,0.1665
62,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",2,99.92,1.816,"{'A': 20, 'B': 31, 'C': 5}",56,481.0,65.7,8.48,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,65.7,ns_unbounded,55,balanced,51.76,5025,3600.2,seen,0,,0.1514
56,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",5,99.93,1.569,"{'A': 21, 'B': 31, 'C': 5}",57,453.1,82.9,7.12,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,82.9,ns_unbounded,56,balanced,53.44,5026,3600.7,seen,0,,0.1249
56,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",5,99.93,1.706,"{'A': 13, 'B': 31, 'C': 4}",48,472.9,81.3,6.917,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,81.3,ns_unbounded,48,balanced,44.54,5027,3600.6,seen,0,,0.1441
59,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",2,99.91,1.625,"{'A': 20, 'B': 29, 'C': 4}",53,587.7,68.4,8.82,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,64.2,ns_unbounded,54,balanced,48.59,5028,3601.0,seen,0,,0.1664
61,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.91,1.477,"{'A': 21, 'B': 30, 'C': 4}",55,621.4,61.9,9.309,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,61.9,ns_unbounded,54,balanced,50.35,5029,3600.4,seen,0,,0.1692
53,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",4,99.94,1.723,"{'A': 13, 'B': 30, 'C': 3}",46,402.3,90.0,6.242,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,90.0,ns_unbounded,44,fault_burst,42.88,5000,3600.6,seen,0,,0.1357
56,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",11,99.95,0.964,"{'A': 14, 'B': 11, 'C': 1}",26,344.9,100.0,4.751,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,96.8,ns_unbounded,23,fault_burst,23.62,5001,3600.4,seen,0,,0.1827
55,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",10,99.94,1.46,"{'A': 14, 'B': 12, 'C': 3}",29,412.2,96.0,5.746,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,95.4,ns_unbounded,28,fault_burst,26.13,5002,3600.9,seen,0,,0.1982
55,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",7,99.94,1.898,"{'A': 15, 'B': 21, 'C': 3}",39,384.9,92.6,5.505,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,92.6,ns_unbounded,38,fault_burst,36.25,5003,3600.9,seen,0,,0.1412
57,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",10,99.94,1.676,"{'A': 17, 'B': 12, 'C': 3}",32,418.1,91.6,6.038,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,91.6,ns_unbounded,30,fault_burst,28.98,5004,3600.1,seen,0,,0.1887
55,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",13,99.93,1.585,"{'A': 13, 'B': 22, 'C': 2}",37,486.1,94.8,6.739,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,94.8,ns_unbounded,37,fault_burst,33.63,5005,3600.4,seen,0,,0.1821
58,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",9,99.94,1.641,"{'A': 9, 'B': 23, 'C': 3}",35,418.8,89.7,5.933,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,89.7,ns_unbounded,34,fault_burst,32.03,5006,3600.9,seen,0,,0.1695
51,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",8,99.93,1.561,"{'A': 11, 'B': 21, 'C': 3}",35,483.9,95.0,6.858,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,94.3,ns_unbounded,33,fault_burst,31.57,5007,3600.9,seen,0,,0.1959
56,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",13,99.94,1.669,"{'A': 15, 'B': 20, 'C': 2}",37,423.6,95.6,5.88,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,95.6,ns_unbounded,37,fault_burst,34.06,5008,3600.1,seen,0,,0.1589
57,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",12,99.94,1.907,"{'A': 12, 'B': 17, 'C': 3}",32,458.1,92.7,6.38,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,92.7,ns_unbounded,34,fault_burst,28.81,5009,3600.6,seen,0,,0.1994
53,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",8,99.94,1.729,"{'A': 7, 'B': 25, 'C': 4}",36,424.1,95.0,5.963,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,95.0,ns_unbounded,33,fault_burst,33.02,5010,3600.4,seen,0,,0.1656
52,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",9,99.93,1.695,"{'A': 12, 'B': 24, 'C': 2}",38,523.7,90.6,7.264,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,90.6,ns_unbounded,37,fault_burst,34.37,5011,3600.8,seen,0,,0.1911
57,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",9,99.94,2.088,"{'A': 12, 'B': 19, 'C': 3}",34,413.8,90.0,5.767,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,87.2,ns_unbounded,32,fault_burst,31.12,5012,3600.9,seen,0,,0.1696
58,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",7,99.95,1.632,"{'A': 12, 'B': 23, 'C': 3}",38,375.1,90.0,5.348,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,90.0,ns_unbounded,37,fault_burst,35.33,5013,3600.9,seen,0,,0.1407
52,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",7,99.93,1.458,"{'A': 14, 'B': 21, 'C': 3}",38,479.4,91.5,6.926,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,91.5,ns_unbounded,37,fault_burst,34.54,5014,3600.2,seen,0,,0.1823
58,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",7,99.95,1.98,"{'A': 10, 'B': 19, 'C': 3}",32,360.0,90.3,5.097,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,90.3,ns_unbounded,32,fault_burst,29.45,5015,3600.2,seen,0,,0.1593
60,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",6,99.94,1.545,"{'A': 15, 'B': 18, 'C': 4}",37,442.8,82.1,6.49,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,82.1,ns_unbounded,34,fault_burst,33.76,5016,3600.4,seen,0,,0.1754
58,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",7,99.94,1.65,"{'A': 13, 'B': 18, 'C': 3}",34,397.5,88.6,5.664,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,88.6,ns_unbounded,33,fault_burst,31.17,5017,3600.2,seen,0,,0.1666
56,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",13,99.95,1.559,"{'A': 14, 'B': 19, 'C': 2}",35,371.3,100.0,5.052,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,97.1,ns_unbounded,32,fault_burst,32.47,5018,3600.1,seen,0,,0.1443
54,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",10,99.94,1.603,"{'A': 15, 'B': 21, 'C': 3}",39,459.6,92.5,6.333,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,92.5,ns_unbounded,38,fault_burst,35.83,5019,3600.4,seen,0,,0.1624
55,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",11,99.95,1.47,"{'A': 12, 'B': 12, 'C': 1}",25,362.3,98.9,5.118,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,94.5,ns_unbounded,24,fault_burst,22.44,5020,3600.0,seen,0,,0.2047
55,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",12,99.93,1.63,"{'A': 15, 'B': 26, 'C': 2}",43,471.2,93.1,6.525,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,93.1,ns_unbounded,43,fault_burst,39.74,5021,3600.3,seen,0,,0.1518
54,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",10,99.94,1.587,"{'A': 9, 'B': 22, 'C': 3}",34,458.5,93.4,6.355,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,93.4,ns_unbounded,32,fault_burst,30.82,5022,3600.7,seen,0,,0.1869
55,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",9,99.94,1.154,"{'A': 12, 'B': 19, 'C': 3}",34,431.7,93.9,6.087,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,93.9,ns_unbounded,31,fault_burst,30.96,5023,3600.9,seen,0,,0.179
57,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",4,99.95,1.305,"{'A': 10, 'B': 19, 'C': 3}",32,364.7,88.0,5.233,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,88.0,ns_unbounded,31,fault_burst,29.38,5024,3600.1,seen,0,,0.1635
53,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",8,99.94,1.278,"{'A': 11, 'B': 22, 'C': 3}",36,397.8,96.1,5.546,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,94.9,ns_unbounded,34,fault_burst,33.23,5025,3600.1,seen,0,,0.1541
54,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",8,99.93,2.151,"{'A': 11, 'B': 25, 'C': 3}",39,478.1,89.9,6.75,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,89.9,ns_unbounded,36,fault_burst,35.63,5026,3600.9,seen,0,,0.1731
57,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",9,99.94,2.04,"{'A': 17, 'B': 19, 'C': 4}",40,413.2,91.1,5.806,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,91.1,ns_unbounded,40,fault_burst,37.1,5027,3600.6,seen,0,,0.1452
56,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",9,99.94,1.55,"{'A': 11, 'B': 22, 'C': 3}",36,426.4,91.1,5.945,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,91.1,ns_unbounded,33,fault_burst,33.03,5028,3600.3,seen,0,,0.1651
51,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",7,99.93,1.404,"{'A': 14, 'B': 27, 'C': 2}",43,496.9,92.0,7.026,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,92.0,ns_unbounded,41,fault_burst,39.49,5029,3600.2,seen,0,,0.1634
48,"{'A': 1602.0, 'B': 1055.9, 'C': 1019.6}",1,99.93,1.513,"{'A': 16, 'B': 37, 'C': 4}",57,300.7,36.6,7.117,"{'A': 17.8, 'B': 17.6, 'C': 2.83}",38.23,17.6,ns_unbounded,70,heavy_load,15.21,5000,3600.0,unseen,0,,0.1249
45,"{'A': 977.1, 'B': 949.3, 'C': 579.2}",1,99.93,1.578,"{'A': 20, 'B': 37, 'C': 5}",62,372.1,39.3,7.443,"{'A': 10.86, 'B': 15.82, 'C': 1.61}",28.29,16.2,ns_unbounded,80,heavy_load,29.99,5001,3600.2,unseen,0,,0.12
47,"{'A': 1095.3, 'B': 987.2, 'C': 848.2}",1,99.93,1.291,"{'A': 22, 'B': 39, 'C': 6}",67,352.6,38.9,7.338,"{'A': 12.17, 'B': 16.45, 'C': 2.36}",30.98,16.6,ns_unbounded,80,heavy_load,32.35,5002,3600.1,unseen,0,,0.1095
48,"{'A': 515.4, 'B': 816.6, 'C': 672.6}",1,99.93,1.328,"{'A': 25, 'B': 24, 'C': 6}",55,357.9,37.3,7.445,"{'A': 5.73, 'B': 13.61, 'C': 1.87}",21.21,16.2,ns_unbounded,74,heavy_load,30.07,5003,3600.6,unseen,0,,0.1354
55,"{'A': 1220.6, 'B': 1132.3, 'C': 613.6}",2,99.91,1.274,"{'A': 21, 'B': 28, 'C': 7}",56,381.1,19.9,8.596,"{'A': 13.56, 'B': 18.87, 'C': 1.7}",34.14,16.1,ns_unbounded,74,heavy_load,17.56,5004,3600.3,unseen,0,,0.1535
46,"{'A': 1008.1, 'B': 924.4, 'C': 541.8}",1,99.93,1.504,"{'A': 24, 'B': 38, 'C': 5}",67,370.8,39.7,7.377,"{'A': 11.2, 'B': 15.41, 'C': 1.51}",28.11,16.7,ns_unbounded,80,heavy_load,35.2,5005,3600.7,unseen,0,,0.1101
45,"{'A': 792.8, 'B': 1166.0, 'C': 983.7}",1,99.92,1.517,"{'A': 28, 'B': 34, 'C': 5}",67,403.9,38.4,7.714,"{'A': 8.81, 'B': 19.43, 'C': 2.73}",30.98,16.6,ns_unbounded,78,heavy_load,32.17,5006,3600.7,unseen,0,,0.1151
47,"{'A': 937.5, 'B': 964.1, 'C': 885.8}",1,99.92,1.695,"{'A': 29, 'B': 38, 'C': 6}",73,395.1,39.0,7.534,"{'A': 10.42, 'B': 16.07, 'C': 2.46}",28.94,16.8,ns_unbounded,80,heavy_load,40.29,5007,3600.1,unseen,0,,0.1032
46,"{'A': 907.3, 'B': 1118.3, 'C': 694.3}",1,99.93,1.398,"{'A': 25, 'B': 36, 'C': 6}",67,374.3,39.6,7.357,"{'A': 10.08, 'B': 18.64, 'C': 1.93}",30.65,16.6,ns_unbounded,80,heavy_load,32.67,5008,3600.7,unseen,0,,0.1098
48,"{'A': 1683.6, 'B': 1518.4, 'C': 1333.8}",1,99.93,1.392,"{'A': 17, 'B': 28, 'C': 4}",49,317.2,34.6,7.323,"{'A': 18.71, 'B': 25.31, 'C': 3.7}",47.72,16.7,ns_unbounded,62,heavy_load,-2.38,5009,3600.4,unseen,0,,0.1494
49,"{'A': 313.1, 'B': 1526.6, 'C': 595.4}",1,99.93,1.499,"{'A': 19, 'B': 29, 'C': 5}",53,318.4,34.3,7.38,"{'A': 3.48, 'B': 25.44, 'C': 1.65}",30.58,16.5,ns_unbounded,68,heavy_load,18.73,5010,3600.5,unseen,0,,0.1392
46,"{'A': 1147.7, 'B': 1003.7, 'C': 811.5}",1,99.93,1.392,"{'A': 22, 'B': 37, 'C': 6}",65,353.8,38.9,7.308,"{'A': 12.75, 'B': 16.73, 'C': 2.25}",31.73,16.8,ns_unbounded,78,heavy_load,29.61,5011,3600.2,unseen,0,,0.1124
50,"{'A': 1179.0, 'B': 1203.8, 'C': 1393.1}",1,99.93,1.241,"{'A': 17, 'B': 33, 'C': 4}",54,314.6,32.3,7.396,"{'A': 13.1, 'B': 20.06, 'C': 3.87}",37.03,16.4,ns_unbounded,73,heavy_load,13.27,5012,3600.8,unseen,0,,0.137
48,"{'A': 1018.2, 'B': 752.0, 'C': 900.4}",1,99.93,1.341,"{'A': 23, 'B': 38, 'C': 6}",67,366.2,37.4,7.473,"{'A': 11.31, 'B': 12.53, 'C': 2.5}",26.35,16.0,ns_unbounded,85,heavy_load,36.91,5013,3600.1,unseen,0,,0.1115
44,"{'A': 1187.6, 'B': 815.7, 'C': 1292.8}",1,99.93,1.185,"{'A': 22, 'B': 38, 'C': 4}",64,368.9,39.5,7.494,"{'A': 13.2, 'B': 13.6, 'C': 3.59}",30.38,16.5,ns_unbounded,77,heavy_load,29.87,5014,3600.0,unseen,0,,0.1171
53,"{'A': 488.3, 'B': 501.0, 'C': 99.7}",2,99.91,1.429,"{'A': 30, 'B': 46, 'C': 5}",81,477.5,21.8,8.929,"{'A': 5.43, 'B': 8.35, 'C': 0.28}",14.05,16.7,ns_unbounded,92,heavy_load,62.48,5015,3600.4,unseen,0,,0.1102
47,"{'A': 1264.5, 'B': 1588.2, 'C': 874.4}",1,99.93,1.223,"{'A': 21, 'B': 26, 'C': 3}",50,342.4,36.1,7.456,"{'A': 14.05, 'B': 26.47, 'C': 2.43}",42.95,16.1,ns_unbounded,66,heavy_load,3.32,5016,3600.8,unseen,0,,0.1491
45,"{'A': 1008.4, 'B': 1164.6, 'C': 1010.8}",1,99.92,1.281,"{'A': 30, 'B': 35, 'C': 5}",70,418.9,37.9,7.79,"{'A': 11.2, 'B': 19.41, 'C': 2.81}",33.42,16.7,ns_unbounded,78,heavy_load,32.68,5017,3600.2,unseen,0,,0.1113
46,"{'A': 829.1, 'B': 841.4, 'C': 946.2}",1,99.93,1.393,"{'A': 22, 'B': 41, 'C': 5}",68,367.8,40.0,7.366,"{'A': 9.21, 'B': 14.02, 'C': 2.63}",25.86,16.6,ns_unbounded,84,heavy_load,38.45,5018,3600.1,unseen,0,,0.1083
52,"{'A': 919.5, 'B': 442.3, 'C': 250.0}",2,99.91,1.506,"{'A': 25, 'B': 45, 'C': 7}",77,452.6,25.4,8.633,"{'A': 10.22, 'B': 7.37, 'C': 0.69}",18.28,16.8,ns_unbounded,89,heavy_load,54.4,5019,3600.5,unseen,0,,0.1121
45,"{'A': 991.7, 'B': 918.8, 'C': 993.5}",1,99.92,1.377,"{'A': 28, 'B': 38, 'C': 5}",71,411.2,39.0,7.628,"{'A': 11.02, 'B': 15.31, 'C': 2.76}",29.09,16.4,ns_unbounded,81,heavy_load,38.09,5020,3600.5,unseen,0,,0.1074
46,"{'A': 914.3, 'B': 1137.7, 'C': 914.1}",1,99.92,1.324,"{'A': 30, 'B': 35, 'C': 6}",71,409.1,38.6,7.663,"{'A': 10.16, 'B': 18.96, 'C': 2.54}",31.66,16.5,ns_unbounded,78,heavy_load,35.51,5021,3600.1,unseen,0,,0.1079
46,"{'A': 970.1, 'B': 902.0, 'C': 1038.7}",1,99.93,1.361,"{'A': 24, 'B': 38, 'C': 5}",67,369.3,39.8,7.373,"{'A': 10.78, 'B': 15.03, 'C': 2.89}",28.7,16.7,ns_unbounded,80,heavy_load,34.62,5022,3600.0,unseen,0,,0.11
49,"{'A': 1484.6, 'B': 1092.2, 'C': 1117.1}",1,99.93,1.197,"{'A': 18, 'B': 27, 'C': 4}",49,318.5,32.3,7.495,"{'A': 16.5, 'B': 18.2, 'C': 3.1}",37.8,15.9,ns_unbounded,70,heavy_load,7.45,5023,3600.8,unseen,0,,0.153
45,"{'A': 817.0, 'B': 761.1, 'C': 943.7}",1,99.93,1.21,"{'A': 22, 'B': 41, 'C': 5}",68,361.8,39.7,7.358,"{'A': 9.08, 'B': 12.68, 'C': 2.62}",24.38,16.6,ns_unbounded,86,heavy_load,39.94,5024,3600.6,unseen,0,,0.1082
44,"{'A': 1550.1, 'B': 1366.6, 'C': 979.9}",1,99.92,1.22,"{'A': 16, 'B': 39, 'C': 6}",61,405.1,38.0,7.853,"{'A': 17.22, 'B': 22.78, 'C': 2.72}",42.72,16.3,ns_unbounded,66,heavy_load,14.35,5025,3600.7,unseen,0,,0.1287
47,"{'A': 999.8, 'B': 1083.3, 'C': 604.4}",1,99.93,1.356,"{'A': 24, 'B': 37, 'C': 6}",67,352.6,38.8,7.349,"{'A': 11.11, 'B': 18.05, 'C': 1.68}",30.84,16.6,ns_unbounded,80,heavy_load,32.48,5026,3600.1,unseen,0,,0.1097
51,"{'A': 1569.7, 'B': 958.8, 'C': 1151.4}",1,99.93,1.587,"{'A': 5, 'B': 38, 'C': 5}",48,292.5,34.7,7.155,"{'A': 17.44, 'B': 15.98, 'C': 3.2}",36.62,17.5,ns_unbounded,61,heavy_load,7.8,5027,3600.1,unseen,0,,0.1491
45,"{'A': 836.0, 'B': 1221.4, 'C': 1112.1}",1,99.92,1.508,"{'A': 33, 'B': 33, 'C': 5}",71,410.7,38.7,7.661,"{'A': 9.29, 'B': 20.36, 'C': 3.09}",32.73,16.5,ns_unbounded,78,heavy_load,34.43,5028,3600.0,unseen,0,,0.1079
47,"{'A': 792.2, 'B': 816.9, 'C': 708.0}",1,99.93,1.489,"{'A': 12, 'B': 37, 'C': 5}",54,372.1,37.1,7.452,"{'A': 8.8, 'B': 13.61, 'C': 1.97}",24.38,16.1,ns_unbounded,72,heavy_load,25.89,5029,3600.0,unseen,0,,0.138
56,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",3,99.92,1.653,"{'A': 20, 'B': 29, 'C': 4}",53,467.2,77.7,8.042,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,77.7,ns_unbounded,53,heavy_parts,48.98,5000,3600.1,unseen,0,,0.1517
60,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",2,99.91,1.632,"{'A': 20, 'B': 30, 'C': 4}",54,543.0,63.9,9.156,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,63.9,ns_unbounded,55,heavy_parts,49.42,5001,3600.4,unseen,0,,0.1696
